日期,臺北市,新北市,基隆市,桃園市,新竹縣,苗栗縣,臺中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,澎湖縣,金門縣,連江縣
2005-04-24,8.1,10.0,21.5,11.0,1.5,1.0,0.0,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,36.4,4.0,0.0,0.0,0.0,4.5
2005-04-25,-99,0.0,2.5,2.5,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,22.7,1.5,0.0,0.0,0.1,0.5
2005-04-26,30.1,14.5,15.1,9.0,4.3,15.0,19.0,11.5,99.1,29.0,18.5,25.5,35.0,0.4,0.0,16.7,10.0,11.0,26.0,27.0,1.0
2005-04-27,1.4,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,2.0,0.5,4.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0
2005-04-28,11.5,3.0,2.3,4.5,1.7,3.0,11.1,18.0,3.1,4.0,20.5,23.0,0.0,-99,0.0,0.2,0.5,0.0,0.0,5.4,0.0
2005-04-29,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2005-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,3.5,4.0,3.5,13.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,9.5
2005-05-02,29.5,34.7,36.5,39.0,18.8,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.6,4.5
2005-05-03,35.0,5.0,29.6,20.0,38.6,3.5,0.0,0.0,11.3,0.0,0.0,29.0,0.0,0.0,0.0,48.5,4.5,0.0,0.0,0.0,1.0
2005-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0.0,0.0,0.0,0.0,5.5
2005-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,8.0
2005-05-06,15.4,25.0,15.3,46.0,59.4,30.5,31.6,42.5,29.6,17.5,20.0,55.0,25.0,12.0,-99,6.4,7.5,1.5,22.0,60.5,17.5
2005-05-07,1.0,0.5,1.3,0.5,1.5,0.5,2.7,2.5,18.0,6.0,0.5,20.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-08,1.2,0.5,0.2,2.0,1.5,1.0,3.3,2.0,22.1,2.5,3.9,25.0,11.0,21.5,11.0,1.7,0.5,2.0,5.2,3.2,15.0
2005-05-09,37.6,47.5,44.3,64.5,36.1,6.5,13.5,10.0,28.8,19.5,31.0,30.0,11.0,15.5,4.0,1.8,1.5,3.0,10.3,23.3,38.5
2005-05-10,66.4,60.0,102.5,79.5,53.1,89.0,62.6,47.0,69.3,87.5,26.0,100.0,25.5,62.5,51.0,24.3,18.0,8.5,50.7,0.0,3.0
2005-05-11,-99,0.0,0.0,0.0,-99,0.0,0.0,0.0,25.7,0.0,0.0,11.5,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-12,69.2,145.5,126.0,87.5,203.5,326.0,202.5,95.5,34.4,16.0,11.0,46.0,6.0,128.5,13.0,43.7,31.0,1.0,9.8,8.0,37.0
2005-05-13,45.7,26.0,35.9,32.5,36.1,49.0,96.2,110.5,84.9,158.0,106.5,214.5,14.5,13.0,-99,15.1,28.0,3.0,15.2,5.5,15.5
2005-05-14,35.0,44.5,41.2,78.0,88.0,13.5,44.7,19.5,6.2,1.0,1.5,1.0,0.0,0.0,0.0,7.9,3.5,0.0,0.3,6.0,32.0
